"DateTime","Dota 2","Counter-Strike 2","PUBG: BATTLEGROUNDS","Hogwarts Legacy","New World","Baldur's Gate 3","Cyberpunk 2077","ELDEN RING","Goose Goose Duck","Lost Ark"
"2012-06-30 00:00:00",65425,1194,,,,,,,,
"2012-07-01 00:00:00",75041,1642,,,,,,,,
"2012-07-02 00:00:00",60228,1140,,,,,,,,
"2012-07-03 00:00:00",59497,1117,,,,,,,,
"2012-07-04 00:00:00",60026,1032,,,,,,,,
"2012-07-05 00:00:00",62443,992,,,,,,,,
"2012-07-06 00:00:00",63809,1870,,,,,,,,
"2012-07-07 00:00:00",64205,1883,,,,,,,,
"2012-07-08 00:00:00",63422,1883,,,,,,,,
"2012-07-09 00:00:00",60932,1674,,,,,,,,
"2012-07-10 00:00:00",59984,1501,,,,,,,,
"2012-07-11 00:00:00",62252,1437,,,,,,,,
"2012-07-12 00:00:00",63871,1972,,,,,,,,
"2012-07-13 00:00:00",67993,1969,,,,,,,,
"2012-07-14 00:00:00",71015,1882,,,,,,,,
"2012-07-15 00:00:00",67098,1804,,,,,,,,
"2012-07-16 00:00:00",68630,1666,,,,,,,,
"2012-07-17 00:00:00",66545,1623,,,,,,,,
"2012-07-18 00:00:00",67216,1543,,,,,,,,
"2012-07-19 00:00:00",66061,1504,,,,,,,,
"2012-07-20 00:00:00",70753,1395,,,,,,,,
"2012-07-21 00:00:00",72372,1528,,,,,,,,
"2012-07-22 00:00:00",69750,1451,,,,,,,,
"2012-07-23 00:00:00",68914,1328,,,,,,,,
"2012-07-24 00:00:00",66929,1315,,,,,,,,
"2012-07-25 00:00:00",67416,1238,,,,,,,,
"2012-07-26 00:00:00",73650,1155,,,,,,,,
"2012-07-27 00:00:00",74310,1248,,,,,,,,
"2012-07-28 00:00:00",75355,1473,,,,,,,,
"2012-07-29 00:00:00",72723,1493,,,,,,,,
"2012-07-30 00:00:00",72386,1451,,,,,,,,
"2012-07-31 00:00:00",69243,1284,,,,,,,,
"2012-08-01 00:00:00",108689,52261,,,,,,,,
"2012-08-02 00:00:00",72073,1156,,,,,,,,
"2012-08-03 00:00:00",74376,1209,,,,,,,,
"2012-08-04 00:00:00",76025,1316,,,,,,,,
"2012-08-05 00:00:00",72061,1275,,,,,,,,
"2012-08-06 00:00:00",71082,1483,,,,,,,,
"2012-08-07 00:00:00",71463,1585,,,,,,,,
"2012-08-08 00:00:00",70657,1685,,,,,,,,
"2012-08-09 00:00:00",70398,1581,,,,,,,,
